channelTitle,videoId,channelId,title,viewCount,likeCount,dislikeCount,commentCount,time,commentScore,Y
CrashCourse,H9ipRaLa4Jw,UCX6b17PVsYBQ0ip5gyeme-Q,"1984 by George Orwell, Part 1: Crash Course Literature 401",1354134,30760,871,2477,868,0.10232,674080.9512552001
CrashCourse,eBB3RKazIj8,UCX6b17PVsYBQ0ip5gyeme-Q,"Ma'ui, Oceania's Hero: Crash Course World Mythology #31",659627,13654,264,994,804,0.295,327899.66245
CrashCourse,GjuV-XdYHhA,UCX6b17PVsYBQ0ip5gyeme-Q,Social Mobility: Crash Course Sociology #26,164148,3133,207,343,542,0.5917399999999999,107322.21834800001
CrashCourse,qsuqbPda5uo,UCX6b17PVsYBQ0ip5gyeme-Q,Rama and the Ramayana: Crash Course World Mythology #27,956494,13225,534,2528,805,0.1512,482784.61048
CrashCourse,mLhwdITTrfE,UCX6b17PVsYBQ0ip5gyeme-Q,Studying for Exams: Crash Course Study Skills #7,527819,14056,156,547,539,-0.11148,267749.056556
CrashCourse,0a21mndoORE,UCX6b17PVsYBQ0ip5gyeme-Q,The Impacts of Social Class: Crash Course Sociology #25,200687,3781,229,494,564,0.10602,101577.41240799999
CrashCourse,3QhU9jd03a0,UCX6b17PVsYBQ0ip5gyeme-Q,Computer Networks: Crash Course Computer Science #28,511001,9531,179,402,740,0.18398,334080.386796
CrashCourse,sWppk7-Mti4,UCX6b17PVsYBQ0ip5gyeme-Q,The Epic of Gilgamesh: Crash Course World Mythology #26,1636637,27939,1172,2314,826,0.35028000000000004,811443.2085308
CrashCourse,FyZFoa7Vu1o,UCX6b17PVsYBQ0ip5gyeme-Q,The Apocalyspe: Crash Course World Mythology #23,697724,11632,459,1539,723,0.45802,352721.823208
CrashCourse,E7CwqNHn_Ns,UCX6b17PVsYBQ0ip5gyeme-Q,Taking Notes: Crash Course Study Skills #1,1458613,43806,525,2038,531,0.32318,743522.4492720001
CrashCourse,O753uuutqH8,UCX6b17PVsYBQ0ip5gyeme-Q,Software Engineering: Crash Course Computer Science #16,533628,10436,202,798,635,0.453,348996.44060000003
CrashCourse,rL8X2mlNHPM,UCX6b17PVsYBQ0ip5gyeme-Q,Intro to Algorithms: Crash Course Computer Science #13,931314,16888,405,782,704,0.10404,608723.6208079999
CrashCourse,RV50AV7-Iwc,UCX6b17PVsYBQ0ip5gyeme-Q,"Cultures, Subcultures, and Countercultures: Crash Course Sociology #11",483353,7644,366,654,580,0.17818,315692.885636
CrashCourse,blFaiB5kj6I,UCX6b17PVsYBQ0ip5gyeme-Q,Theories of Myth: Crash Course World Mythology #12,409944,8857,171,647,735,0.15774000000000002,207895.50309599997
CrashCourse,J2se_zimj40,UCX6b17PVsYBQ0ip5gyeme-Q,African Pantheons and the Orishas: Crash Course World Mythology #11,778408,19728,634,1932,670,0.07297999999999999,395651.58919200004
CrashCourse,CyU54gV_PWM,UCX6b17PVsYBQ0ip5gyeme-Q,The Norse Pantheon: Crash Course World Mythology #10,1112839,20251,460,1906,765,-0.0015,552386.629835
CrashCourse,V_NJAJGCKD8,UCX6b17PVsYBQ0ip5gyeme-Q,Indian Pantheons: Crash Course World Mythology #8,1123321,21840,1407,4115,751,-0.25618,734553.5487640001
CrashCourse,vsnB4iBb78o,UCX6b17PVsYBQ0ip5gyeme-Q,Movies are Magic: Crash Course Film History #1,630415,16403,212,1004,584,0.0343,320591.07372
CrashCourse,zltgXvg6r3k,UCX6b17PVsYBQ0ip5gyeme-Q,Instructions & Programs: Crash Course Computer Science #8,483030,9091,105,529,636,0.3245,239771.85569499998
CrashCourse,QwhK-iEyXYA,UCX6b17PVsYBQ0ip5gyeme-Q,Sociology Research Methods: Crash Course Sociology #4,553118,8003,318,579,611,0.26556,273718.6492116
CrashCourse,fpnE6UAfbtU,UCX6b17PVsYBQ0ip5gyeme-Q,Registers and RAM: Crash Course Computer Science #6,956976,20265,260,1206,737,0.02122,475802.2423342
CrashCourse,ZIwyNIdgJBE,UCX6b17PVsYBQ0ip5gyeme-Q,Sociology & the Scientific Method: Crash Course Sociology #3,523632,8272,459,993,596,0.35476,342006.67095199996
CrashCourse,DbTt_ySTjaY,UCX6b17PVsYBQ0ip5gyeme-Q,Major Sociological Paradigms: Crash Course Sociology #2,873326,14069,576,1457,579,0.4290600000000001,432830.3471966
CrashCourse,YnCJU6PaCio,UCX6b17PVsYBQ0ip5gyeme-Q,What Is Sociology?: Crash Course Sociology #1,1804815,35385,1818,3628,582,0.0,913667.2999999999
CrashCourse,gI-qXk7XojA,UCX6b17PVsYBQ0ip5gyeme-Q,Boolean Logic & Logic Gates: Crash Course Computer Science #3,1396030,27505,499,1294,607,0.08804,706881.235216
CrashCourse,LN0ucKNX0hc,UCX6b17PVsYBQ0ip5gyeme-Q,Electronic Computing: Crash Course Computer Science #2,1097277,20374,306,959,644,0.30802,717341.2116040001
CrashCourse,ylXVn-wh9eQ,UCX6b17PVsYBQ0ip5gyeme-Q,Crash Course Sociology Preview,807206,12541,469,1430,80,0.01302,407695.075208
CrashCourse,O5nskjZ_GoI,UCX6b17PVsYBQ0ip5gyeme-Q,Early Computing: Crash Course Computer Science #1,1921017,38982,765,1802,713,0.37258,954248.6109837999
CrashCourse,3IsloHmKvWA,UCX6b17PVsYBQ0ip5gyeme-Q,Assisted Death & the Value of Life: Crash Course Philosophy #45,658062,18206,259,2122,594,0.24612,329042.24707319995
CrashCourse,IRBfpBPELmE,UCX6b17PVsYBQ0ip5gyeme-Q,Light Is Waves: Crash Course Physics #39,643798,6975,314,623,585,0.04438,324143.567752
CrashCourse,y3-BX-jN_Ac,UCX6b17PVsYBQ0ip5gyeme-Q,Non-Human Animals: Crash Course Philosophy #42,666760,21032,903,7217,587,0.46972,339873.140916
CrashCourse,RsldtV4jWA0,UCX6b17PVsYBQ0ip5gyeme-Q,Discrimination: Crash Course Philosophy #41,583224,14785,2673,4018,547,0.09154,295388.98746200005
CrashCourse,H0CTHVCkm90,UCX6b17PVsYBQ0ip5gyeme-Q,What Is Justice?: Crash Course Philosophy #40,916281,16597,298,1799,615,-0.35736,599023.2285280001
CrashCourse,PrvtOWEXDIQ,UCX6b17PVsYBQ0ip5gyeme-Q,Aristotle & Virtue Theory: Crash Course Philosophy #38,1616235,28305,362,1420,562,0.13814,817324.355256
CrashCourse,2Co6pNvd9mc,UCX6b17PVsYBQ0ip5gyeme-Q,Contractarianism: Crash Course Philosophy #37,950818,16107,263,1695,572,-0.14944000000000002,479942.005168
CrashCourse,8bIys6JoEDw,UCX6b17PVsYBQ0ip5gyeme-Q,Kant & Categorical Imperatives: Crash Course Philosophy #35,1832592,27058,422,1643,627,0.33066,923729.9291980001
CrashCourse,r_UfYY7aWKo,UCX6b17PVsYBQ0ip5gyeme-Q,Natural Law Theory: Crash Course Philosophy #34,1061514,15573,354,1293,579,0.44896,535868.7895839999
CrashCourse,FOoffXFpAlU,UCX6b17PVsYBQ0ip5gyeme-Q,Metaethics: Crash Course Philosophy #32,1098643,18671,283,2098,574,0.13332,555617.2233279999
CrashCourse,TFlVWf8JX4A,UCX6b17PVsYBQ0ip5gyeme-Q,Electric Charge: Crash Course Physics #25,1165431,14220,428,907,582,0.1725,586569.96175
CrashCourse,1ESU5ONMMxs,UCX6b17PVsYBQ0ip5gyeme-Q,How Words Can Harm: Crash Course Philosophy #28,659089,21713,8788,6318,646,0.092,333643.37759999995
CrashCourse,4i1MUWJoI0U,UCX6b17PVsYBQ0ip5gyeme-Q,Thermodynamics: Crash Course Physics #23,858633,10803,402,854,604,0.11716,432248.905148
CrashCourse,vCGtkDzELAI,UCX6b17PVsYBQ0ip5gyeme-Q,Determinism vs Free Will: Crash Course Philosophy #24,1815322,39793,999,9200,626,0.23638,919488.0109140001
CrashCourse,WfNiQBXmPw8,UCX6b17PVsYBQ0ip5gyeme-Q,Lord of the Flies: Crash Course Literature 305,1186007,23034,2526,2811,715,0.06732,775070.413464
CrashCourse,bDpW1sHrBaU,UCX6b17PVsYBQ0ip5gyeme-Q,Shakespeare's Sonnets: Crash Course Literature 304,609316,10740,205,637,747,-0.0006,302190.839934
CrashCourse,jxstE6A_CYQ,UCX6b17PVsYBQ0ip5gyeme-Q,Simple Harmonic Motion: Crash Course Physics #16,869297,9958,403,618,551,0.47678,567003.1953560001
CrashCourse,fJefjG3xhW0,UCX6b17PVsYBQ0ip5gyeme-Q,Fluids in Motion: Crash Course Physics #15,576288,8810,187,580,587,0.31052,285372.5141572
CrashCourse,17WiQ_tNld4,UCX6b17PVsYBQ0ip5gyeme-Q,Arguments Against Personal Identity: Crash Course Philosophy #20,863184,17956,231,1404,584,-0.26486,437543.86405599996
CrashCourse,mjQwedC1WzI,UCX6b17PVsYBQ0ip5gyeme-Q,Perspectives on Death: Crash Course Philosophy #17,1679016,40514,576,4196,541,-0.04324,837176.3952436
CrashCourse,w4QFJb9a8vo,UCX6b17PVsYBQ0ip5gyeme-Q,"Work, Energy, and Power: Crash Course Physics #9",1532752,16792,644,1298,595,0.37414,771749.1396559998
CrashCourse,4XQXiCLzyAw,UCX6b17PVsYBQ0ip5gyeme-Q,The Economics of Immigration: Crash Course Econ #33,426520,8288,1864,2892,681,0.26392,215685.915568
CrashCourse,AYkhlXronNk,UCX6b17PVsYBQ0ip5gyeme-Q,"Anti-Vaxxers, Conspiracy Theories, & Epistemic Responsibility: Crash Course Philosophy #14",1095893,22021,830,4337,587,0.3346,545503.526806
CrashCourse,gs_gY1K1AMU,UCX6b17PVsYBQ0ip5gyeme-Q,What Is God Like?: Crash Course Philosophy #12,1585573,35511,1544,12949,632,0.20846,806076.703384
CrashCourse,kKKM8Y-u7ds,UCX6b17PVsYBQ0ip5gyeme-Q,Newton's Laws: Crash Course Physics #5,2403470,25301,1108,2042,664,0.0,1186258.86
CrashCourse,7Qtr_vA3Prw,UCX6b17PVsYBQ0ip5gyeme-Q,Taxes: Crash Course Economics #31,752229,9097,532,2758,749,0.35536,490921.9710720001
CrashCourse,7e9v_fsZB6A,UCX6b17PVsYBQ0ip5gyeme-Q,Intelligent Design: Crash Course Philosophy #11,1724969,29856,1440,10918,574,-0.02564,858695.1271795998
CrashCourse,w3BhzYI6zXU,UCX6b17PVsYBQ0ip5gyeme-Q,Vectors and 2D Motion: Crash Course Physics #4,924773,10639,298,900,606,0.18952,456807.9108472
CrashCourse,TgisehuGOyY,UCX6b17PVsYBQ0ip5gyeme-Q,Aquinas & the Cosmological Arguments: Crash Course Philosophy #10,1611123,26895,887,6599,626,0.8546,813550.8063800001
CrashCourse,ObHJJYvu3RE,UCX6b17PVsYBQ0ip5gyeme-Q,Derivatives: Crash Course Physics #2,1292172,17902,845,2264,602,0.25352,843495.2507040001
CrashCourse,cbBKoyjFLUY,UCX6b17PVsYBQ0ip5gyeme-Q,The Economics of Healthcare: Crash Course Econ #29,693663,9746,488,1564,626,-0.01782,349558.75465399993
CrashCourse,kXhJ3hHK9hQ,UCX6b17PVsYBQ0ip5gyeme-Q,The Meaning of Knowledge: Crash Course Philosophy #7,1548133,22783,290,1770,612,0.2683,766490.9595130001
CrashCourse,5C-s4JrymKM,UCX6b17PVsYBQ0ip5gyeme-Q,"Locke, Berkeley, & Empiricism: Crash Course Philosophy #6",1647529,24757,265,2219,592,-0.1977,816014.2282529998
CrashCourse,dqxQ3E1bubI,UCX6b17PVsYBQ0ip5gyeme-Q,Behavioral Economics: Crash Course Economics #27,527849,10034,163,640,634,0.58402,262060.7942422
CrashCourse,MLKrmw906TM,UCX6b17PVsYBQ0ip5gyeme-Q,"Cartesian Skepticism - Neo, Meet Rene: Crash Course Philosophy #5",1682364,29725,283,2313,601,0.42484,834705.0467323998
CrashCourse,PMhIQNkO_Y0,UCX6b17PVsYBQ0ip5gyeme-Q,Foreign Policy: Crash Course Government and Politics #50,460097,7017,268,835,600,-0.13556,227941.19508839998
CrashCourse,Sb_-wfmJnHA,UCX6b17PVsYBQ0ip5gyeme-Q,Monopolies and Anti-Competitive Markets: Crash Course Economics #25,619173,8121,224,1077,617,0.11122,311883.653366
CrashCourse,UWImfFax8Ew,UCX6b17PVsYBQ0ip5gyeme-Q,"Revenue, Profits, and Price: Crash Course Economics #24",511277,7670,153,493,670,0.11396,257749.354188
CrashCourse,_tULRch1PRQ,UCX6b17PVsYBQ0ip5gyeme-Q,Monetary and Fiscal Policy: Crash Course Government and Politics #48,486267,5091,203,605,559,-0.0583,240076.983587
CrashCourse,1A_CAkYt3GY,UCX6b17PVsYBQ0ip5gyeme-Q,What is Philosophy?: Crash Course Philosophy #1,4289284,75100,1012,6076,635,0.18952,2169465.625808
CrashCourse,sDqGzMdhL1M,UCX6b17PVsYBQ0ip5gyeme-Q,Government Regulation: Crash Course Government and Politics #47,242120,3157,218,784,589,0.3656,119892.92021600001
CrashCourse,13JOGWzY8kE,UCX6b17PVsYBQ0ip5gyeme-Q,"Market Failures, Taxes, and Subsidies: Crash Course Economics #21",827434,10982,424,1353,732,-0.06462000000000001,416768.27061400004
CrashCourse,jDF-N3A60DE,UCX6b17PVsYBQ0ip5gyeme-Q,Deep Time: Crash Course Astronomy #45,1642668,29865,599,4003,915,0.34936,829830.7148080001
CrashCourse,IGCVTSQw7WU,UCX6b17PVsYBQ0ip5gyeme-Q,A Brief History of the Universe: Crash Course Astronomy #44,755198,13124,208,1250,756,0.23572,381280.690716
CrashCourse,rd2cf5hValM,UCX6b17PVsYBQ0ip5gyeme-Q,"Immune System, Part 3: Crash Course A&P #47",1789887,23704,245,1237,577,0.13427999999999998,1168246.4268560002
CrashCourse,gzLM6ltw3l0,UCX6b17PVsYBQ0ip5gyeme-Q,"Dark Energy, Cosmology part 2: Crash Course Astronomy #43",819416,13470,166,1464,683,0.3968,406356.76364799996
CrashCourse,2DFN4IBZ3rI,UCX6b17PVsYBQ0ip5gyeme-Q,"Immune System, Part 2: Crash Course A&P #46",2242050,22752,335,1154,584,-0.06448,1127248.950656
CrashCourse,9B7Ix2VQEGo,UCX6b17PVsYBQ0ip5gyeme-Q,"The Big Bang, Cosmology part 1: Crash Course Astronomy #42",1003203,15824,367,2924,803,0.04618,507124.998472
CrashCourse,GIJK3dwCWCw,UCX6b17PVsYBQ0ip5gyeme-Q,"Immune System, Part 1: Crash Course A&P #45",3747092,39853,810,1811,553,0.25304,1884337.9959119998
CrashCourse,0xMCWr0O3Hs,UCX6b17PVsYBQ0ip5gyeme-Q,Income and Wealth Inequality: Crash Course Economics #17,1053221,14095,2255,3899,616,0.37256,530314.3817679998
CrashCourse,9MpVjxxpExM,UCX6b17PVsYBQ0ip5gyeme-Q,Globalization and Trade and Poverty: Crash Course Economics #16,818989,8908,439,927,542,-0.02854,534112.5442919999
CrashCourse,2A5QlpAyKSQ,UCX6b17PVsYBQ0ip5gyeme-Q,Political Campaigns: Crash Course Government and Politics #39,463327,4761,145,624,576,0.46612,228757.00127319997
CrashCourse,SUdAEGXLO-8,UCX6b17PVsYBQ0ip5gyeme-Q,"Reproductive System, Part 3 - Sex & Fertilization: Crash Course A&P #42",1278653,8130,205,575,599,-0.0566,832776.38868
CrashCourse,Z2zA9nPFN5A,UCX6b17PVsYBQ0ip5gyeme-Q,Gamma-Ray Bursts: Crash Course Astronomy #40,894327,15082,248,1198,845,0.0231,443446.312541
CrashCourse,tZvjh1dxz08,UCX6b17PVsYBQ0ip5gyeme-Q,Economic Schools of Thought: Crash Course Economics #14,1076030,16126,1340,3869,605,0.20274,543376.451096
CrashCourse,I82ADyJC7wE,UCX6b17PVsYBQ0ip5gyeme-Q,"Galaxies, part 1: Crash Course Astronomy #38",1006780,12878,225,814,726,0.25594,507608.912376
CrashCourse,RFDatCchpus,UCX6b17PVsYBQ0ip5gyeme-Q,"Reproductive System, Part 1 - Female Reproductive System: Crash Course A&P #40",3091735,20989,797,1359,615,0.37716,1552528.030864
CrashCourse,j_k_k-bHigM,UCX6b17PVsYBQ0ip5gyeme-Q,Political Ideology: Crash Course Government and Politics #35,1751471,25204,1187,5793,527,0.0352,884451.59408
CrashCourse,l128tW1H5a8,UCX6b17PVsYBQ0ip5gyeme-Q,"Urinary System, Part 1: Crash Course A&P #38",2796363,22134,691,925,618,0.21138,1404094.643414
CrashCourse,NflULVECAFQ,UCX6b17PVsYBQ0ip5gyeme-Q,Shaping Public Opinion: Crash Course Government and Politics #34,316027,4229,97,317,441,0.02414,156302.27265539998
CrashCourse,1dq7mMort9o,UCX6b17PVsYBQ0ip5gyeme-Q,What's all the Yellen About? Monetary Policy and the Federal Reserve: Crash Course Economics #10,1032541,11573,444,1166,565,0.13854,520035.565416
CrashCourse,fR3NxCR9z2U,UCX6b17PVsYBQ0ip5gyeme-Q,"Metabolism & Nutrition, Part 1: Crash Course A&P #36",1861985,22930,517,841,633,0.4708,938297.4883199999
CrashCourse,qZWPBKULkdQ,UCX6b17PVsYBQ0ip5gyeme-Q,Black Holes: Crash Course Astronomy #33,1952104,29929,419,3125,746,-0.24418,986102.9323280001
CrashCourse,RrMvUL8HFlM,UCX6b17PVsYBQ0ip5gyeme-Q,Neutron Stars: Crash Course Astronomy #32,1795626,27992,506,2299,777,0.28076,889571.8908835999
CrashCourse,PWx9DurgPn8,UCX6b17PVsYBQ0ip5gyeme-Q,High Mass Stars: Crash Course Astronomy #31,1475015,22177,442,1837,737,0.07818,744809.521272
CrashCourse,yIoTRGfcMqM,UCX6b17PVsYBQ0ip5gyeme-Q,"Digestive System, Part 1: Crash Course A&P #33",2868149,23794,729,1149,665,0.21764,1868985.143528
CrashCourse,UHiUYj5EA0w,UCX6b17PVsYBQ0ip5gyeme-Q,Productivity and Growth: Crash Course Economics #6,1104399,12658,402,1191,531,0.22366,545553.8546026001
CrashCourse,bHZsvBdUC2I,UCX6b17PVsYBQ0ip5gyeme-Q,"Respiratory System, Part 1: Crash Course A&P #31",2964947,22054,1016,1248,562,0.21374,1488311.624122
CrashCourse,_4O1OlGyTuU,UCX6b17PVsYBQ0ip5gyeme-Q,Search and Seizure: Crash Course Government and Politics #27,525342,6097,161,616,458,0.24794,259563.5272734
CrashCourse,g9aDizJpd_s,UCX6b17PVsYBQ0ip5gyeme-Q,Supply and Demand: Crash Course Economics #4,2074785,22966,822,2059,622,-0.17276,1353193.8154479999
CrashCourse,Zeeq0qaEaLw,UCX6b17PVsYBQ0ip5gyeme-Q,Freedom of Speech: Crash Course Government and Politics #25,690666,8355,239,1103,412,-0.2572,348140.1471199999
CrashCourse,ld75W1dz-h0,UCX6b17PVsYBQ0ip5gyeme-Q,Stars: Crash Course Astronomy #26,1215553,15397,331,958,641,0.15872,612778.3034880001
CrashCourse,v43ej5lCeBo,UCX6b17PVsYBQ0ip5gyeme-Q,"Blood Vessels, Part 1 - Form and Function: Crash Course A&P #27",1619043,14980,295,495,570,0.14174,798228.2855913999
CrashCourse,kbwsF-A2sTg,UCX6b17PVsYBQ0ip5gyeme-Q,Civil Rights & Liberties: Crash Course Government #23,768596,6669,216,809,476,0.04328,379000.60476079996
CrashCourse,CWMh61yutjU,UCX6b17PVsYBQ0ip5gyeme-Q,Distances: Crash Course Astronomy #25,1290589,19091,494,1460,681,-0.06934,842732.886132
CrashCourse,QjLcLguoKC4,UCX6b17PVsYBQ0ip5gyeme-Q,Judicial Decisions: Crash Course Government and Politics #22,399487,3599,101,236,434,-0.1825,200727.94525
CrashCourse,jjy-eqWM38g,UCX6b17PVsYBQ0ip5gyeme-Q,Light: Crash Course Astronomy #24,1312163,22344,309,1492,634,0.21762,662255.1352860001
CrashCourse,3ez10ADR_gM,UCX6b17PVsYBQ0ip5gyeme-Q,Intro to Economics: Crash Course Econ #1,4510790,56718,2425,4496,729,0.02224,2943115.6544480002
CrashCourse,X9ZZ6tcxArI,UCX6b17PVsYBQ0ip5gyeme-Q,"The Heart, Part 1 - Under Pressure: Crash Course A&P #25",3897959,38024,741,1461,608,0.2708,2541232.40416
CrashCourse,mWYFwl93uCM,UCX6b17PVsYBQ0ip5gyeme-Q,Judicial Review: Crash Course Government and Politics #21,761532,6322,205,549,481,0.12855999999999998,496277.675712
CrashCourse,ZJscxTyI__s,UCX6b17PVsYBQ0ip5gyeme-Q,The Oort Cloud: Crash Course Astronomy #22,1360365,18069,367,1370,701,-0.1272,887912.9745600001
CrashCourse,eWHH9je2zG4,UCX6b17PVsYBQ0ip5gyeme-Q,"Endocrine System, Part 1 - Glands & Hormones: Crash Course A&P #23",3457505,31221,797,1175,625,0.24436,2253532.148872
CrashCourse,yB9HHyPpKds,UCX6b17PVsYBQ0ip5gyeme-Q,Comets: Crash Course Astronomy #21,694956,9292,134,537,715,0.16508,350534.35603200004
CrashCourse,Ktv-CaOt6UQ,UCX6b17PVsYBQ0ip5gyeme-Q,"Muscles, Part 1 - Muscle Cells: Crash Course A&P #21",4114451,45061,938,1599,624,0.16094,2071573.984376
CrashCourse,mXw-hEB263k,UCX6b17PVsYBQ0ip5gyeme-Q,Legal System Basics: Crash Course Government and Politics #18,800014,7637,263,430,494,-0.2034,402443.10864000005
CrashCourse,1hIwD17Crko,UCX6b17PVsYBQ0ip5gyeme-Q,Uranus & Neptune: Crash Course Astronomy #19,1536901,18126,492,1884,739,-0.06992000000000001,1002688.586016
CrashCourse,DLxYDoN634c,UCX6b17PVsYBQ0ip5gyeme-Q,Joints: Crash Course A&P #20,1959397,21018,410,857,563,-0.02054,985386.0638380001
CrashCourse,RrN7IxvAJto,UCX6b17PVsYBQ0ip5gyeme-Q,"Patents, Novelty, and Trolls: Crash Course Intellectual Property #4",248997,4221,74,284,591,0.25842,125669.727526
CrashCourse,o0DYP-u1rNM,UCX6b17PVsYBQ0ip5gyeme-Q,Vision: Crash Course A&P #18,2106865,21725,421,1206,579,0.11694,1373830.523388
CrashCourse,I8EQAnKntLs,UCX6b17PVsYBQ0ip5gyeme-Q,Bureaucracy Basics: Crash Course Government and Politics #15,854594,7819,275,525,419,-0.13228,429801.22708800004
CrashCourse,Xwn8fQSW7-8,UCX6b17PVsYBQ0ip5gyeme-Q,Jupiter: Crash Course Astronomy #16,1377966,17390,234,1048,643,-0.10576,694684.207696
CrashCourse,Q_9O8J9skL0,UCX6b17PVsYBQ0ip5gyeme-Q,"Copyright, Exceptions, and Fair Use: Crash Course Intellectual Property #3",308410,5426,104,520,699,0.41398,155729.884194
CrashCourse,Tamoj84j64I,UCX6b17PVsYBQ0ip5gyeme-Q,Copyright Basics: Crash Course Intellectual Property 2,416953,6378,159,878,738,0.03572,272372.05714399996
CrashCourse,mFm3yA1nslE,UCX6b17PVsYBQ0ip5gyeme-Q,Taste & Smell: Crash Course A&P #16,1298020,12325,267,770,630,-0.03082,846206.393836
CrashCourse,RQOJgEA5e1k,UCX6b17PVsYBQ0ip5gyeme-Q,Introduction to Intellectual Property: Crash Course IP 1,651258,10696,337,961,610,0.17948,322815.71974279993
CrashCourse,qqU-VjqjczE,UCX6b17PVsYBQ0ip5gyeme-Q,Parasympathetic Nervous System: Crash Course A&P #15,1128072,12521,157,817,617,0.30108,735816.5102159999
CrashCourse,fnHb-zyWh14,UCX6b17PVsYBQ0ip5gyeme-Q,Presidential Powers 2: Crash Course Government and Politics #12,775228,6293,153,428,473,0.1059,381997.73164899996
CrashCourse,P3GkZe3nRQ0,UCX6b17PVsYBQ0ip5gyeme-Q,Mercury: Crash Course Astronomy #13,1112823,13905,213,784,618,0.056,560229.7967999999
CrashCourse,5l02sK5LovI,UCX6b17PVsYBQ0ip5gyeme-Q,Presidential Power: Crash Course Government and Politics #11,1115360,9097,283,663,390,-0.13456,726804.273088
CrashCourse,71pCilo8k4M,UCX6b17PVsYBQ0ip5gyeme-Q,Autonomic Nervous System: Crash Course A&P #13,1865744,18189,361,601,529,0.2683,937771.9304899999
CrashCourse,q8NtmDrb_qo,UCX6b17PVsYBQ0ip5gyeme-Q,Central Nervous System: Crash Course A&P #11,2670851,25060,448,969,608,0.15912,1343467.3636479997
CrashCourse,b22HKFMIfWo,UCX6b17PVsYBQ0ip5gyeme-Q,The Sun: Crash Course Astronomy #10,1611197,20562,469,1614,724,-0.02944,796561.8867616
CrashCourse,zPIhMJGWiM8,UCX6b17PVsYBQ0ip5gyeme-Q,Capitalism and the Dutch East India Company: Crash Course World History 229,1621280,22859,698,4027,940,0.35528000000000004,1058644.171056
CrashCourse,L8urcMLGFyU,UCX6b17PVsYBQ0ip5gyeme-Q,Congressional Leadership: Crash Course Government and Politics #8,705007,6448,211,600,492,0.07658,347689.27842379996
CrashCourse,VitFvNvRIIY,UCX6b17PVsYBQ0ip5gyeme-Q,"The Nervous System, Part 3 - Synapses!: Crash Course A&P #10",2851690,27268,453,1054,657,0.27564,1859054.5051280002
CrashCourse,evLR90Dx79M,UCX6b17PVsYBQ0ip5gyeme-Q,Congressional Committees: Crash Course Government and Politics #7,878456,7539,183,1189,508,0.0992,572593.61984
CrashCourse,OZG8M_ldA1M,UCX6b17PVsYBQ0ip5gyeme-Q,"The Nervous System, Part 2 - Action! Potential!: Crash Course A&P #9",4265313,44908,659,1725,704,0.45154,2147110.8906160006
CrashCourse,qPix_X-9t7E,UCX6b17PVsYBQ0ip5gyeme-Q,"The Nervous System, Part 1: Crash Course A&P #8",5258809,51844,1092,2104,636,0.23956,2593898.6763516003
CrashCourse,v6xi8_7Fy6Y,UCX6b17PVsYBQ0ip5gyeme-Q,War and Nation Building in Latin America: Crash Course World History 225,1351620,19073,782,3191,734,-0.41098,669423.2747922
CrashCourse,Orumw-PyNjw,UCX6b17PVsYBQ0ip5gyeme-Q,"The Integumentary System, Part 1 - Skin Deep: Crash Course A&P #6",2459949,22681,507,915,580,-0.0209,1212836.687701
CrashCourse,0bf3CwYCxXw,UCX6b17PVsYBQ0ip5gyeme-Q,Separation of Powers and Checks and Balances: Crash Course Government and Politics #3,2011784,18227,892,1585,511,0.17962,1010784.7938859999
CrashCourse,Wc5zUK2MKNY,UCX6b17PVsYBQ0ip5gyeme-Q,The Vikings! - Crash Course World History 224,2695592,34093,1270,4650,678,0.23516,1357318.5405480003
CrashCourse,Jvtb0a2RXaY,UCX6b17PVsYBQ0ip5gyeme-Q,"Tissues, Part 4 - Types of Connective Tissues: Crash Course A&P #5",1329844,13056,198,570,583,0.13722,867036.5774439999
CrashCourse,01QWC-rZcfE,UCX6b17PVsYBQ0ip5gyeme-Q,Cycles in the Sky: Crash Course Astronomy #3,1102554,16171,153,1051,569,-0.06452000000000001,556621.4941919999
CrashCourse,1wo2TLlMhiw,UCX6b17PVsYBQ0ip5gyeme-Q,Conflict in Israel and Palestine: Crash Course World History 223,7231184,100364,11244,35811,773,-0.24604,3649849.431584
CrashCourse,rP54LFFSZ1Q,UCX6b17PVsYBQ0ip5gyeme-Q,Water and Classical Civilizations: Crash Course World History 222,1244501,14964,299,1314,669,0.08038,811993.6160760002
CrashCourse,uBGl2BujkPQ,UCX6b17PVsYBQ0ip5gyeme-Q,Introduction to Anatomy & Physiology: Crash Course A&P #1,5537394,65736,1148,3005,680,0.1475,2735193.236225
CrashCourse,XoTx7Rt4dig,UCX6b17PVsYBQ0ip5gyeme-Q,Aggression vs. Altruism: Crash Course Psychology #40,1098035,17828,203,1500,641,0.37156,554006.0614679999
CrashCourse,ka8csjsmX6I,UCX6b17PVsYBQ0ip5gyeme-Q,Islam and Politics: Crash Course World History 216,2873146,43171,3867,12525,808,0.48812,1425428.8736932
CrashCourse,UGxGDdQnC1Y,UCX6b17PVsYBQ0ip5gyeme-Q,Social Influence: Crash Course Psychology #38,1670210,22936,241,1095,608,-0.29254,841399.332238
CrashCourse,UPggkvB9_dc,UCX6b17PVsYBQ0ip5gyeme-Q,Human Evolution: Crash Course Big History #6,2427020,33001,1509,7625,973,0.6682600000000001,1584521.783652
